Data,Dim,Max_ACF,Max_Lag
H4K16ac,2,0.7625856797978342,0
H3K4me3,1,0.7617283241791106,10.08
H3K4me3,2,0.6607410876450698,16.92
H3K9ac,1,0.9592039787550032,-3.06
H3K9ac,2,0.8768919093884541,-3.96
H3K14ac,1,0.959017091163612,-5.16
H3K14ac,2,0.4467647240398497,45.480000000000004
H3K18ac,1,0.9830500367633693,-3.48
H3K18ac,2,0.9487102166524094,-4.260000000000001
H3K36me3,1,0.5266598994235762,12.420000000000002
H3K36me3,2,0.45167317083962144,60
H3K56ac,1,0.7085497040989255,40.74
H3K56ac,2,-0.775508400055944,-31.02
H4K5ac,1,0.8821573298730708,-3.5999999999999996
H4K5ac,2,0.9173683661503875,-3.06
H4K16ac,1,-0.6407557690832627,0
H4K16ac,2,0.7220761129340291,0
H3K4me3,1,0.7848045100826861,9
H3K4me3,2,-0.612515016173077,-60
H3K9ac,1,0.9389758055720644,-3.9000000000000004
H3K9ac,2,0.9050048863076663,-3.66
H3K14ac,1,0.9361340662511397,-4.8
H3K14ac,2,0.4888553053492174,43.98
H3K18ac,1,0.9640416435910056,-3.42
H3K18ac,2,0.9679451450589361,-2.2199999999999998
H3K36me3,1,-0.5847323422303561,-28.44
H3K36me3,2,0.48059415141811973,60
H3K56ac,1,0.7561595469311494,44.82
H3K56ac,2,0.7727918741424991,49.260000000000005
H4K5ac,1,0.8753816413760386,-4.4399999999999995
H4K5ac,2,0.9312753878199913,-3.42
H4K16ac,1,-0.5807022733522272,-2.94
H4K16ac,2,0.7576263168522922,0
H3K4me3,1,0.7831229943169387,8.94
H3K4me3,2,0.7142572033157701,15.72
H3K9ac,1,0.9465587579302049,-3.1799999999999997
H3K9ac,2,0.8950270590217845,-2.46
H3K14ac,1,0.946452668779178,-5.82
H3K14ac,2,0.4554301514106254,60
H3K18ac,1,0.9605115868226748,-3.06
H3K18ac,2,0.9575608276275898,-4.98
H3K36me3,1,-0.5667730617398508,-28.740000000000002
H3K36me3,2,0.4188502744453333,60
H3K56ac,1,0.7693750593184244,42.96
H3K56ac,2,-0.8046303990781186,-29.82
H4K5ac,1,0.8842104236827829,-4.5
H4K5ac,2,0.8934924789714428,-4.140000000000001
H4K16ac,1,-0.5761264148668918,-2.6399999999999997
H4K16ac,2,0.7042260544585801,0
H3K4me3,1,0.7683316256347453,11.22
H3K4me3,2,0.6153871983789807,20.700000000000003
H3K9ac,1,0.9372135401142597,-4.0200000000000005
H3K9ac,2,0.8875040812908971,-3.3
H3K14ac,1,0.9122055804043641,-4.5
H3K14ac,2,0.4786699983002067,39.480000000000004
H3K18ac,1,0.9680793292037261,-3.3
H3K18ac,2,0.9423084776274788,-3.42
H3K36me3,1,-0.601565885968738,-29.34
H3K36me3,2,-0.4888788502795748,-36.36
H3K56ac,1,0.784098847050758,41.7
H3K56ac,2,-0.8015182041258836,-31.740000000000002
H4K5ac,1,0.8958336693219133,-3.36
H4K5ac,2,0.9026761039941291,-3.5999999999999996
H4K16ac,1,-0.6318229227143968,-2.34
H4K16ac,2,0.7208312214569397,0
H3K4me3,1,0.8138379882457369,11.4
H3K4me3,2,0.6550211502759741,18.54
H3K9ac,1,0.9447200978999838,-3.84
H3K9ac,2,0.8954450597481115,-4.260000000000001
H3K14ac,1,0.9345489417657661,-4.8
H3K14ac,2,0.4491155601532569,45.96
H3K18ac,1,0.9746207759359503,-3.12
H3K18ac,2,0.9563368878883224,-4.4399999999999995
H3K36me3,1,-0.5461335393275617,-28.500000000000004
H3K36me3,2,0.4655221447681787,60
H3K56ac,1,0.7501870211270508,42.66
H3K56ac,2,0.7617447229821298,50.94
