Symbol,T1,T3,T4,T8,T9,T10,T11,T12,T13,T15,T16
YAR027W,9.127996264502741,9.261824374312468,8.839170323311404,9.05850128173702,9.045755272323147,9.089797398943132,9.1700607140539,9.33206565854274,9.194784961233951,9.063948851396157,9.322323742946914
YAR028W,8.830247235637843,8.807197109684985,8.604350391283408,8.825304600243667,8.67811221241861,8.866119016702118,8.828941546148522,8.940447574542548,8.894621569866198,8.863094118364863,8.577606155479588
YAR029W,9.682772301250097,9.446553940547892,9.321482490359921,9.41236917593375,9.256018851189129,9.478025269366952,9.445748795491326,9.470058466312837,9.483566972096927,9.495097154647185,9.36776841314492
YAR030C,8.88277514197157,8.420722821406107,8.361945700865864,8.318851102917304,8.227452030294707,8.480046893033045,8.438505088969746,8.38661012153061,8.490550378892767,8.446214749297138,8.431169305900115
YAR031W,8.785800188564394,8.450460895655514,8.455790898878435,8.451851143272862,8.638877141382586,8.258327717215804,8.391026607260011,8.499495355297238,8.614091971549442,8.727623055926884,8.980040525244583
YAR033W,8.999820015666353,8.643050357479394,8.529586019618993,8.67891689837344,8.667517121843193,8.726503623398647,8.6549534196244,8.725192436578503,8.80968916615505,8.82819400895033,8.845161514661989
YAR035W,10.381914751317014,10.021570047613801,9.943981845387313,9.504160965929527,9.77506336359299,9.354116620447893,10.838998168179437,10.161161012939216,10.599876123615942,10.001258534506986,10.16520617596135
YAR035C-A,1.3416116395060043,3.1745757718773895,3.436658716271716,3.5779954145813493,3.5837055867982563,3.6711165970602897,3.319794454009212,3.869804583683545,4.461121224988152,4.3558788032409295,4.425351574369314
YAR042W,12.664284994012021,12.50066883640922,12.762376972260322,12.494982397883394,12.543110518809444,12.427899631750131,12.63130587628824,12.483796952098947,12.553308355698228,12.647064211152431,12.59714145197736
YAR047C,0,0,0,0,0,0,0,0,1.1614431065092572,0,0
YAR050W,11.556944151227695,11.134010726290033,11.488419437312174,11.219415244373234,11.245369929910817,11.409605757382373,11.433690778871586,11.366182201556457,11.442852217409573,11.734099647792407,11.416736925668863
YAR053W,6.389816429780405,6.743649781009268,6.073331131903654,6.62183148071951,6.441588031411777,5.899470405932522,6.315071460152834,7.026618240282124,6.795405189048625,6.660545214057389,6.2240214327078895
YAR060C,5.18149549208565,5.087817407012327,5.194777176007917,5.384896763006228,5.522220546191898,5.178528103918149,5.836874327783546,5.387430391243592,5.204277981331648,5.216072877744443,5.078021945537756
YAR064W,5.690230183762713,6.027518542601059,5.0945985464977674,5.720462133209698,5.7265751058098004,6.077196445187672,6.095695815793208,6.179937843293146,5.759764537050284,4.982104531448692,5.866955128506344
YAR066W,9.465153444786514,8.92308957144788,9.56788681370682,9.44155742059882,9.543595036170233,9.462106203553498,9.82735443562983,9.324423992474538,9.663755455231993,9.55502301109023,9.36776841314492
YAR068W,10.19627979938366,9.523767825989692,10.159207141727785,9.865850109337268,10.001445119582376,10.078065914729061,10.331065847361717,9.763597197352347,10.228180730679512,10.419856265732973,10.264658084256924
YAR069C,5.64670896180909,6.437016367930005,5.716869514999292,5.992516962699673,5.905542227033485,6.788669587563269,5.779031948731697,6.309451003701561,6.3900194861880895,6.979618281474239,6.301007797264051
YAR070C,5.7735215589669275,5.5934207412614745,5.716869514999292,5.240525954384208,6.0861117827448306,6.077196445187672,6.142320874057624,6.370093418869587,5.855324187369552,6.620310629796197,6.573456621563128
YAR071W,10.664269728478356,10.396709464767042,10.769360016732694,10.579242614704695,10.635254249136258,10.630894375473952,10.686099413620626,10.405271920582086,10.52677136189435,10.778605945958677,10.616785806946922
YAR073W,8.892123542639103,8.428215004652518,8.815762989927816,8.986766253097986,8.740098958592439,8.959791170037596,9.077118262887824,8.713538346896641,8.813660160028624,9.285956136850187,9.048620384649563
YAR075W,7.285111946544926,6.767472713073963,7.21350211867341,7.393322408153765,7.096670863540995,7.782130227257321,7.326318781422674,7.556626287086591,7.1370894936820015,7.731022332222206,6.8025362121343615
YBL113C,13.764770319120691,13.220510707457747,13.653284393583709,13.263861669595794,13.325620075260659,13.471165021043067,13.631192176487513,13.252050380787239,13.544702143710035,13.750771054761227,13.40983816621192
YBL113W-A,11.085890206445647,10.908189589521617,10.917823755080631,10.828452395580953,10.70598871944209,10.496682044157303,10.654278874701877,10.829072266217285,10.630589657680918,10.803525166267361,10.82662367076731
YBL112C,9.927442119933234,9.702771580947683,9.745622755227746,9.708368924315911,9.512358239530943,9.485919412542396,9.587283319155011,9.819029677051331,9.380253479668617,9.799835805893514,9.777777594299394
YBL111C,11.215349095256906,10.808372643311843,11.095179149164439,11.344996016766888,11.297837329642041,11.313069211932037,11.26221926561601,11.164816378429716,10.972678600440453,11.144037427929122,11.128068057102725
YBL109W,7.285111946544926,7.398471274069742,7.260494230938427,7.079916756542337,7.03206224076012,7.148336943381625,7.515311429825402,7.681518437795451,7.644768460515431,7.653397023655682,8.017524350245086
YBL108C-A,5.458171872790808,4.795119250036972,5.333098593140589,5.484420339308012,5.208119209981684,5.6967330382516055,5.116638447751525,5.87975776187526,5.759764537050284,5.959098602531118,5.648676803263444
YBL108W,5.997925806175665,6.802485373241681,6.769573589870507,7.259233905448878,7.284039779826152,7.148336943381625,6.960544119115204,7.203668278792726,6.729673780916267,6.737796950649814,6.748585431027048
YBL107W-A,4.759359672555242,5.815352579114547,4.986941114087751,5.547148887735936,5.127950979983016,5.178528103918149,5.521242631977432,5.960858090050303,5.657423477286575,5.674736211872636,6.5100146837623605
YBL107C,8.581393957064527,8.693663005647807,8.356548689868967,8.596043810020104,8.80920345701714,8.61574475935222,8.702403019256483,8.815183623316111,8.636683358559752,8.457677560095599,8.514350483306947
YBL106C,12.121273493220343,12.14054729310517,12.266537362239987,12.134506614466307,12.152497723129295,12.026543732185413,12.085258220721057,12.038221448258037,12.132302330157788,12.1096099235163,12.152626166963246
YBL105C,13.060474035771612,12.944176928444628,13.107793887901492,12.877523245502754,12.900627131762192,12.836454285776867,12.888843511258838,12.797763041686421,12.87975305159957,12.983269851071379,12.899814871218993
YBL104C,12.316174285134213,12.313600669093356,12.400084834045401,12.338636026064142,12.369316432704979,12.514382545729738,12.33211235415658,12.310898856396069,12.349928266375674,12.30391628670668,12.372560155693831
YBL103C,11.759505505094905,11.914497786932891,11.82375528757378,11.791681631021694,11.77218050513969,11.82191427489805,11.739728655493575,11.839439170108427,11.803382788533403,11.709140125112777,11.896131639004022
YBL102W,9.511382637581589,9.370816544794833,9.597928928001814,9.435352318073592,9.34514460737039,9.446009521008524,9.314479997277811,9.589635682116084,9.546959275645785,9.581460351117347,9.5284741100672
YBL101C,13.056322132442938,12.976793925314354,13.085334514700055,12.791680561691557,12.77382769145802,12.75141361918719,12.811610974144063,12.854577555705117,12.938440201101338,13.016105909762407,12.96114309331589
YBL100W-C,5.555518074665657,6.296718849675853,6.2231901385052515,6.650684818881049,6.726562163672577,7.023730288820263,6.540686359221909,6.90892186131516,6.918512998852418,6.082695660803791,7.291830118777803
